,pair_address_uni,token0,token1,WETH_balance_uni,pair_address_sushi,WETH_balance_sushi,token,res0_uni,res1_uni,res0_sushi,res1_sushi,other_balance_uni,other_balance_sushi,decimals
10,0x343fd171caf4f0287ae6b87d75a8964dc44516ab,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1005570119962702543528,0xef4f1d5007b4ff88c1a56261fec00264af6001fb,5636915838714558307,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,57009795955588221607245296,1005570119962702543528,321777502547646272433681,5636915838714558307,57009795955588221607245296,321777502547646272433681,18
11,0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,86134930271462598463,0x1bec4db6c3bc499f3dbf289f5499c30d541fec97,48165238450819478475,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,251652556375102336397665,86134930271462598463,140989543138806990734416,48165238450819478475,251652556375102336397665,140989543138806990734416,18
12,0x2b6a25f7c54f43c71c743e627f5663232586c39f,0x8a9c67fee641579deba04928c4bc45f66e26343a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6043254730468358615,0xf1360c4ae1cead17b588ec1111983d2791b760d3,1547033651250708056,0x8a9c67fee641579deba04928c4bc45f66e26343a,800320065614765295394670,6043254730468358615,217747952661566281815291,1547033651250708056,800320065614765295394670,217747952661566281815291,18
13,0x6d57a53a45343187905aad6ad8ed532d105697c1,0x607f4c5bb672230e8672085532f7e901544a7375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10444833408866924022,0x75382c52b6f90b3f8014bfcadac2386513f1e3bc,50975845685813373808,0x607f4c5bb672230e8672085532f7e901544a7375,11509067734027,10444833408866924022,55550163691454,50975845685813373808,11509067734027,55550163691454,9
14,0x8bd1661da98ebdd3bd080f0be4e6d9be8ce9858c,0x408e41876cccdc0f92210600ef50372656052a38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,105339507275736020960,0x611cde65dea90918c0078ac0400a72b0d25b9bb1,25465048360068601588,0x408e41876cccdc0f92210600ef50372656052a38,1897520011281646124973736,104933218730286564613,459405185797330240304437,25465048360068601588,1897520011281646124973736,459405185797330240304437,18
15,0xb4d0d9df2738abe81b87b66c80851292492d1404,0x0000000000085d4780b73119b644ae5ecd22b376,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7682070795386182430,0x760166fa4f227da29ecac3bec348f5fa853a1f3c,47020730124735276728,0x0000000000085d4780b73119b644ae5ecd22b376,13135074724860134353364,7682070795386182430,80835847697906107968065,47020730124735276728,13135074724860134353364,80835847697906107968065,18
16,0x819f3450da6f110ba6ea52195b3beafa246062de,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,387930243048576793176,0x7f8f7dd53d1f3ac1052565e3ff451d7fe666a311,11101380342522707156,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,563864467917612231603075,387930243048576793176,16131033890852116639521,11101380342522707156,563864467917612231603075,16131033890852116639521,18
17,0x88d97d199b9ed37c29d846d00d443de980832a22,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7328367328842731799,0x001b6450083e531a5a7bf310bd2c1af4247e23d4,88693839367853591850,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,5868783031206722311437,7328367328842731799,72464706849943932306390,88693839367853591850,5868783031206722311437,72464706849943932306390,18
18,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,12832789921751571298335,0x06da0fd433c1a5d7a4faa01111c044910a184553,7264254241483683822659,0xdac17f958d2ee523a2206206994597c13d831ec7,12829073863080678146738,21991920639481,7264254241483683822659,12457237101273,21991920639481,12457237101273,6
19,0xf421c3f2e695c2d4c0765379ccace8ade4a480d9,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10429075520766428666,0xa75f7c2f025f470355515482bde9efa8153536a8,203263970787998135090,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,10671497438860734971798,10429075520766428666,208428988919246263716478,203263970787998135090,10671497438860734971798,208428988919246263716478,18
20,0xab3f9bf1d81ddb224a2014e98b238638824bcf20,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,44605429861036921430,0x5e63360e891bd60c69445970256c260b0a6a54c6,7478675039485361343,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,97265223810317278758664,44605429861036921430,16192478717518769075552,7478675039485361343,97265223810317278758664,16192478717518769075552,18
21,0x2a66392317698c5818df7a72a58556049f0ae6f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,124990526583395442340,0x0b1ed1d00197ce84f0c86003ec4c7f2f06538abc,15250659024440779897,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,124990526583395442340,108205356058927995877283695,15250659024440779897,13296938091862826816544524,108205356058927995877283695,13296938091862826816544524,18
22,0x3b3d4eefdc603b232907a7f3d0ed1eea5c62b5f7,0x0ae055097c6d159879521c384f1d2123d1f195e6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10104208226616405158,0x9fc5b87b74b9bd239879491056752eb90188106d,1527827858707856679,0x0ae055097c6d159879521c384f1d2123d1f195e6,24951468826947991713569,10104208226616405158,3834425279963955778427,1527827858707856679,24951468826947991713569,3834425279963955778427,18
23,0x48e313460dd00100e22230e56e0a87b394066844,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,3381351031224902773,0x742c15d71ea7444964bc39b0ed729b3729adc361,6903457348829462751,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,3381351031224902773,4116511535922729550255,6903457348829462751,8400198442765236991556,4116511535922729550255,8400198442765236991556,18
24,0xa986f2a12d85c44429f574ba50c0e21052b18ba1,0x55296f69f40ea6d20e478533c15a6b08b654e758,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23561334413580954788,0x0c967dff67bc0e7c4fb31b4bf67a513ae1752a00,22100235512773644289,0x55296f69f40ea6d20e478533c15a6b08b654e758,7895185655396559275609531,23561334413580954788,7416854778560250067504354,22100235512773644289,7895185655396559275609531,7416854778560250067504354,18
25,0xae2d4004241254aed3f93873604d39883c8259f0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,125656630910478509514,0x8fedca1b2aa38dd751bf4cb329d2a1fc5b26e8f2,9962161129754184335,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,125656630910478509514,38260598368652078921379993,9962161129754184335,3046505825427387387139010,38260598368652078921379993,3046505825427387387139010,18
26,0x5201883feeb05822ce25c9af8ab41fc78ca73fa9,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10946806851165483504,0x1241f4a348162d99379a23e73926cf0bfcbf131e,2149978970905649603,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,518656702836025928415003,10946806851165483504,102624268001437263823181,2149978970905649603,518656702836025928415003,102624268001437263823181,18
27,0xec6a6b7db761a5c9910ba8fcab98116d384b1b85,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25963611591991243735,0xfceaaf9792139bf714a694f868a215493461446d,332970112843526087097,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,45508646133993,25963611591991243735,591410875127925,332970112843526087097,45508646133993,591410875127925,8
28,0x2680a95fc9de215f1034f073185cc1f2a28b4107,0x8a854288a5976036a725879164ca3e91d30c6a1b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9464415677327844490,0xbb19141e045b133169d7c7160c5e54a54cc821b2,35400171586351884747,0x8a854288a5976036a725879164ca3e91d30c6a1b,11491485671480100964784,9464415677327844490,42829412576015752626671,35400171586351884747,11491485671480100964784,42829412576015752626671,18
29,0x15ab0333985fd1e289adf4fbbe19261454776642,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,87330226860666121448,0x2f8ac927aa94293461c75406e90ec0ccfb2748d9,3093298133253326774,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,87330226860666121448,6699123096545618061090,3093298133253326774,242704963160193384099,6699123096545618061090,242704963160193384099,18
30,0xcffdded873554f362ac02f8fb1f02e5ada10516f,0xc00e94cb662c3520282e6f5717214004a7f26888,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46752508123168370125,0x31503dcb60119a812fee820bb7042752019f2355,1352032048639595659679,0xc00e94cb662c3520282e6f5717214004a7f26888,1806012652721870479196,46752508123168370125,52099867205375720257866,1352032048639595659679,1806012652721870479196,52099867205375720257866,18
31,0xb1562400feaa849c363127bb847693cca05c1080,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5607790693750157055,0x38505b190a83383d4e75a6ac36fb3cd790389fff,2453252830661834158,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,7633994075876315800274646,5607790693750157055,3293109029026889230615713,2453252830661834158,7633994075876315800274646,3293109029026889230615713,18
32,0xff62b7767104ff2785ca4847b9445fd808516515,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,28014042375417774842,0xbe1da348fd61bb6bf70670490722eeefc72af92e,25771995825300206319,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,74124615463,28014042375417774842,67933189133,25771995825300206319,74124615463,67933189133,2
33,0x1ffc57cada109985ad896a69fbcebd565db4290e,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,28646482519256902477,0x0e26a21013f2f8c0362cfae608b4e69a249d5efc,98469164307368937034,0x4e15361fd6b4bb609fa63c81a2be19d873717870,109593602449656558825477,28646482519256902477,377343988382689063133118,98469164307368937034,109593602449656558825477,377343988382689063133118,18
34,0x8cb77ea869def8f7fdeab9e4da6cf02897bbf076,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15481172786692549256,0x364248b2f1f57c5402d244b2d469a35b4c0e9dab,2173638782660343419,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,5470180734916904639890598,15481172786692549256,810289992651787353634924,2173638782660343419,5470180734916904639890598,810289992651787353634924,18
35,0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,116468689889815233174,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,1466231592603195655524,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,23584975263545203091,116468689889815233174,297005329174104120514,1466231592603195655524,23584975263545203091,297005329174104120514,18
36,0x0d0d65e7a7db277d3e0f5e1676325e75f3340455,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23844017442375280152,0x663242d053057f317a773d7c262b700616d0b9a0,15092387687631538675,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,1329673665394428257582286,23844017442375280152,836954693572905087663745,15092387687631538675,1329673665394428257582286,836954693572905087663745,18
37,0x86fef14c27c78deaeb4349fd959caa11fc5b5d75,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,38860658203958773528,0x53aabccae8c1713a6a150d9981d2ee867d0720e8,5515342625448823620,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,38860658203958773528,38934734154400097467992,5515342625448823620,5552988225623080109489,38934734154400097467992,5552988225623080109489,18
38,0xd64224a4c2bed96c75df9517b2d77aebb13f0e37,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2424479288961527404,0xe53c884c5a297713197217509ffb654c9677b347,16951356736944393504,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,35888920665751971516419,2424479288961527404,257032713728812774288483,16951356736944393504,35888920665751971516419,257032713728812774288483,18
39,0xf04543fbf20daee9b0357db966428ef2a4ae0f5a,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1183491848847991786,0x7825de5586e4d2fd04459091bbe783fa243e1bf3,58907394217864781690,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,1714743902503056657536,1183491848847991786,88400331168476476902925,58907394217864781690,1714743902503056657536,88400331168476476902925,18
40,0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f,0x2ba592f78db6436527729929aaf6c908497cb200,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18457874869657403801,0xf169cea51eb51774cf107c88309717dda20be167,37118665948346074930,0x2ba592f78db6436527729929aaf6c908497cb200,2677971018004103907598,18457874869657403801,5398245485407616931610,37118665948346074930,2677971018004103907598,5398245485407616931610,18
41,0x3c442bab170f19dd40d0b1a405c9d93b088b9332,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15635018812251816841,0x72075636be2603b91be1cda70fab6ef21ca86989,7939809194910120310,0x595832f8fc6bf59c85c527fec3740a1b7a361269,146052439471,15635018812251816841,73893134104,7939809194910120310,146052439471,73893134104,6
42,0xd3772a963790fede65646cfdae08734a17cd0f47,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,181167462901252608111,0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,16938747453251296588,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,1682876936784266347750433,181167462901252608111,157741611504250824410825,16938747453251296588,1682876936784266347750433,157741611504250824410825,18
43,0xcc3d1ecef1f9fd25599dbea2755019dc09db3c54,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6918484339813536485,0x117d4288b3635021a3d612fe05a3cbf5c717fef2,1930945836959542656,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,27843221197,6918484339813536485,7733337150,1930945836959542656,27843221197,7733337150,6
44,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd533a949740bb3306d119cc777fa900ba034cd52,69980131717655967695,0x58dc5a51fe44589beb22e8ce67720b5bc5378009,135452867196923359341,0xd533a949740bb3306d119cc777fa900ba034cd52,69980131717655967695,126945589443481059662925,135452867196923359341,245755033100998151931589,126945589443481059662925,245755033100998151931589,18
45,0xce84867c3c02b05dc570d0135103d3fb9cc19433,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,91611953402979484307,0x795065dcc9f64b5614c407a6efdc400da6221fb0,3425507096597538739825,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,132632002101839512033905,91611953402979484307,4959440490422194534070186,3425507096597538739825,132632002101839512033905,4959440490422194534070186,18
46,0xa2b04f8133fc25887a436812eae384e32a8a84f2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xddb3422497e61e13543bea06989c0789117555c5,67025049591590052406,0x717385e1a702f90b6eb8cd23150702ca7217b626,5008484415013775695,0xddb3422497e61e13543bea06989c0789117555c5,67025049591590052406,1527195154145915380566179,5008484415013775695,114919929703535185993256,1527195154145915380566179,114919929703535185993256,18
47,0x12d4444f96c644385d8ab355f6ddf801315b6254,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,314543445573887458126,0x1c580cc549d03171b13b55074dc1658f60641c73,2903281042921715530,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,1055415211777961854886399,313845559488555416768,9729569441323958137727,2903281042921715530,1055415211777961854886399,9729569441323958137727,18
48,0x56feaccb7f750b997b36a68625c7c596f0b41a58,0xa0246c9032bc3a600820415ae600c6388619a14d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,38724296901172309754,0x69b39b89f9274a16e8a19b78e5eb47a4d91dac9e,4465574502153910239,0xa0246c9032bc3a600820415ae600c6388619a14d,1826276744256797558528,38724296901172309754,210632749085308310838,4465574502153910239,1826276744256797558528,210632749085308310838,18
49,0x724d5c9c618a2152e99a45649a3b8cf198321f46,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,29603287596579607387,0xc926990039045611eb1de520c1e249fd0d20a8ea,19478635432680114977,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,3719925205363739475417719,29603287596579607387,2467155990032123086796261,19478635432680114977,3719925205363739475417719,2467155990032123086796261,18
50,0x08650bb9dc722c9c8c62e79c2bafa2d3fc5b3293,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xff20817765cb7f73d4bde2e66e067e58d11095c2,24462804129198195885,0x15e86e6f65ef7ea1dbb72a5e51a07926fb1c82e3,41255345496724715730,0xff20817765cb7f73d4bde2e66e067e58d11095c2,24462804129198195885,9911072317029811105838416,41255345496724715730,16844583288161650864205452,9911072317029811105838416,16844583288161650864205452,18
51,0xdc98556ce24f007a5ef6dc1ce96322d65832a819,0x429881672b9ae42b8eba0e26cd9c73711b891ca5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,49704353412028146986,0x269db91fc3c7fcc275c2e6f22e5552504512811c,47785094252203423149,0x429881672b9ae42b8eba0e26cd9c73711b891ca5,62063150056372753211539,49546708177638060799,59545200345882403533869,47785094252203423149,62063150056372753211539,59545200345882403533869,18
52,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,313467747703687199951,0x34b13f8cd184f55d0bd4dd1fe6c07d46f245c7ed,27331023027995283485,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,6656322609892031991908,313467747703687199951,578700145138205607926,27331023027995283485,6656322609892031991908,578700145138205607926,18
53,0xf66369997ae562bc9eec2ab9541581252f9ca383,0xbc396689893d065f41bc2c6ecbee5e0085233447,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1615756233522336665,0x8486c538dcbd6a707c5b3f730b6413286fe8c854,2892927525560544439,0xbc396689893d065f41bc2c6ecbee5e0085233447,3027263022203130993244,1615756233522336665,5474825744237626642566,2892927525560544439,3027263022203130993244,5474825744237626642566,18
54,0x1273ad5d8f3596a7a39efdb5a4b8f82e8f003fc3,0x584bc13c7d411c00c01a62e8019472de68768430,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1523135419616147933,0x6463bd6026a2e7bfab5851b62969a92f7cca0eb6,8545900211102337552,0x584bc13c7d411c00c01a62e8019472de68768430,127438259321352419907492,1523135419616147933,735185821034297695218579,8545900211102337552,127438259321352419907492,735185821034297695218579,18
55,0xbe19c32b4cd202407e8eeb73e4e2949438461ae3,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25296655143660653422,0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd,7714183328684686096,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,106127219457083,25207079990036665615,32127394028248,7714183328684686096,106127219457083,32127394028248,8
56,0xa1444ac5b8ac4f20f748558fe4e848087f528e00,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,60799790478235115484,0xd3c41c080a73181e108e0526475a690f3616a859,2884732521607108776,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,795113822761486869385910,60799790478235115484,38008087849695838404826,2884732521607108776,795113822761486869385910,38008087849695838404826,18
57,0xd3d2e2692501a5c9ca623199d38826e513033a17,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3292872533782510983773,0xdafd66636e2561b0284edde37e42d192f2844d40,69999796751761576121,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,929239011539189926443905,3293305360067124642432,19732274573694470984497,69999796751761576121,929239011539189926443905,19732274573694470984497,18
58,0x3f75a5b408feb14cba3d21bd934dc5b88908f105,0x86ed939b500e121c0c5f493f399084db596dad20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7659259412008155204,0xe364992388319410c62eb4595d848c8ceb41172b,50657209183403581002,0x86ed939b500e121c0c5f493f399084db596dad20,751286679558986198269436,7659259412008155204,5014153784030814141787696,50657209183403581002,751286679558986198269436,5014153784030814141787696,18
59,0xfaab5238f5d2163e25518b0c1af205da0f783dd0,0x9d47894f8becb68b9cf3428d256311affe8b068b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2485091962438126598,0x67e475577b4036ee4f0f12fa2d538ed18cef48e3,4505702243886514559,0x9d47894f8becb68b9cf3428d256311affe8b068b,2070702875446849652538,2485091962438126598,3705774440069095834448,4505702243886514559,2070702875446849652538,3705774440069095834448,18
60,0x9b7dad79fc16106b47a3dab791f389c167e15eb0,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,285584851001815928770,0xee35e548c7457fcdd51ae95ed09108be660ea374,76913142383768096689,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,1205543127096951018347524,286214235767440928770,326403650269725012724308,76913142383768096689,1205543127096951018347524,326403650269725012724308,18
61,0xdfc14d2af169b0d36c4eff567ada9b2e0cae044f,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,54673516811832942228,0xd75ea151a61d06868e31f8988d28dfe5e9df57b4,256988663701156446699,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1217348654272408331752,54673516811832942228,5728267317138878418691,256988663701156446699,1217348654272408331752,5728267317138878418691,18
62,0xe8846b27988ff52c371d5bd27bf8dba4097c93d2,0xad32a8e6220741182940c5abf610bde99e737b2d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,31824333245903226691,0x97f34c8e5992eb985c5f740e7ee8c7e48a1de76a,86308831198722230417,0xad32a8e6220741182940c5abf610bde99e737b2d,735198303051471231010663,31824333245903226691,1993596022635437016597123,86308831198722230417,735198303051471231010663,1993596022635437016597123,18
